tr1,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
tr27618,40, Private, 56651, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27619,28, Local-gov, 154863, 9th, 5, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, Trinadad&Tobago, >50K
tr27620,46, Federal-gov, 44706, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 50, United-States, >50K
tr27621,34, ?, 222548, Some-college, 10, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 4, United-States, <=50K
tr27622,32, Private, 248754, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27623,20, Private, 104981, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr27624,23, Private, 315065, Some-college, 10, Never-married, Other-service, Unmarried, White, Male, 0, 0, 35, Mexico, <=50K
tr27625,46, Private, 188325, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27626,21, Private, 221661, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 35, United-States, <=50K
tr27627,59, Private, 81973, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K
tr27628,31, Private, 169122, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr27629,48, Private, 216734, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27630,19, Private, 292511, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, <=50K
tr27631,20, Private, 122971, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 35, United-States, <=50K
tr27632,29, Private, 124953, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 50, United-States, <=50K
tr27633,54, Private, 123011, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27634,36, Private, 76417, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 52, United-States, <=50K
tr27635,43, Private, 351576, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
tr27636,46, Federal-gov, 33794, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 3103, 0, 40, United-States, >50K
tr27637,33, Private, 79923, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
tr27638,33, Private, 117983, 10th, 6, Divorced, Other-service, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
tr27639,36, Private, 186110, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27640,37, Private, 187589, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 5178, 0, 40, United-States, >50K
tr27641,37, ?, 319685, Assoc-voc, 11, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 54, United-States, >50K
tr27642,64, ?, 64101, 12th, 8, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 24, United-States, <=50K
tr27643,45, Self-emp-not-inc, 162923, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr27644,25, Private, 288519, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27645,28, Private, 33798, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27646,26, Private, 195734, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 2354, 0, 40, United-States, <=50K
tr27647,23, Private, 214120, HS-grad, 9, Never-married, Priv-house-serv, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr27648,24, Private, 113515, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27649,58, Self-emp-not-inc, 261230, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27650,36, Private, 98515, Assoc-voc, 11, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr27651,46, Private, 187715, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr27652,23, ?, 214238, 7th-8th, 4, Never-married, ?, Not-in-family, White, Female, 0, 0, 40, Mexico, <=50K
tr27653,32, Private, 123964, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 4386, 0, 50, United-States, <=50K
tr27654,26, Private, 68991, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
tr27655,52, Private, 292110, 5th-6th, 3, Never-married, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27656,33, Private, 709798, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
tr27657,60, Private, 372838, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27658,39, Private, 160402, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
tr27659,45, Private, 98475, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
tr27660,37, Local-gov, 97136, Some-college, 10, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr27661,29, Private, 136985, Assoc-acdm, 12, Never-married, Tech-support, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr27662,46, State-gov, 107231, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1740, 40, United-States, <=50K
tr27663,20, Private, 305874, Some-college, 10, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr27664,39, Private, 290922, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr27665,48, Private, 248254, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 7298, 0, 40, United-States, >50K
tr27666,38, Private, 160808, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 4386, 0, 48, United-States, <=50K
tr27667,36, Private, 247321, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr27668,53, Private, 247651, 7th-8th, 4, Divorced, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 56, United-States, <=50K
tr27669,29, Private, 214702, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 1974, 35, United-States, <=50K
tr27670,64, Private, 75577, 7th-8th, 4, Married-civ-spouse, Adm-clerical, Husband, White, Male, 2580, 0, 50, United-States, <=50K
tr27671,34, Private, 561334, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
tr27672,36, ?, 224886, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27673,41, Local-gov, 401134, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr27674,34, Private, 258170, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
tr27675,68, ?, 141181, 9th, 5, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 2, United-States, <=50K
tr27676,37, Private, 292370, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Other, Male, 0, 0, 50, ?, >50K
tr27677,22, Private, 300871, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27678,43, Private, 136721, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27679,19, ?, 140399, Some-college, 10, Never-married, ?, Other-relative, White, Female, 0, 0, 30, United-States, <=50K
tr27680,36, Private, 109133, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr27681,47, Private, 186534, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K
tr27682,25, Private, 226891, Assoc-voc, 11, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, ?, <=50K
tr27683,33, Private, 241885, Some-college, 10, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr27684,27, Private, 97165, Some-college, 10, Never-married, Machine-op-inspct, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
tr27685,33, Private, 212918, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K
tr27686,24, Private, 211585, HS-grad, 9, Married-civ-spouse, Transport-moving, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr27687,47, Local-gov, 178309, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27688,48, Self-emp-inc, 481987, 10th, 6, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27689,28, Private, 215211, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr27690,33, Local-gov, 194901, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27691,44, Private, 340885, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1977, 40, United-States, >50K
tr27692,33, Local-gov, 190290, Assoc-voc, 11, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 56, United-States, <=50K
tr27693,26, Private, 188569, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
tr27694,22, Private, 162282, Assoc-voc, 11, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr27695,34, Private, 287315, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
tr27696,31, Self-emp-inc, 304212, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 45, United-States, <=50K
tr27697,73, ?, 200878, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
tr27698,38, Local-gov, 256864, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27699,51, Self-emp-not-inc, 46401, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
tr27700,36, Private, 37778, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27701,29, Private, 191722, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 7688, 0, 54, United-States, >50K
tr27702,64, Self-emp-not-inc, 103643, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 15, United-States, >50K
tr27703,24, Private, 143766, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 55, United-States, <=50K
tr27704,21, State-gov, 204425, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr27705,28, Private, 156257, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K
tr27706,18, ?, 113185, 11th, 7, Never-married, ?, Own-child, White, Male, 0, 0, 25, United-States, <=50K
tr27707,41, Self-emp-inc, 112262, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr27708,17, Private, 28031, 9th, 5, Never-married, Other-service, Own-child, White, Male, 0, 0, 16, United-States, <=50K
tr27709,58, Private, 320102, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
tr27710,50, Self-emp-not-inc, 334273, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 8, United-States, <=50K
tr27711,30, Private, 356015, 11th, 7, Married-spouse-absent, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 40, Mexico, <=50K
tr27712,47, Private, 278900, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27713,24, Private, 142528, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr27714,50, Federal-gov, 343014, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr27715,29, Private, 201017, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, Scotland, <=50K
tr27716,31, Self-emp-not-inc, 81030, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27717,40, Self-emp-not-inc, 34007, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, >50K
tr27718,31, Private, 29662, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
tr27719,53, Private, 347446, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr27720,33, Private, 90668, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27721,43, Private, 190403, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27722,56, Private, 109015, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 7688, 0, 50, United-States, >50K
tr27723,38, Private, 234807, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K
tr27724,18, Private, 157131, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K
tr27725,50, Private, 94081, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27726,78, Private, 135566, HS-grad, 9, Widowed, Sales, Unmarried, White, Female, 2329, 0, 12, United-States, <=50K
tr27727,27, Private, 103164, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27728,19, Private, 570002, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K
tr27729,24, State-gov, 215797, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27730,20, Private, 289405, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 1602, 15, United-States, <=50K
tr27731,25, Private, 239461, Masters, 14, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 35, United-States, <=50K
tr27732,34, Private, 101510, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
tr27733,30, Self-emp-inc, 443546, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 35, United-States, <=50K
tr27734,37, Federal-gov, 141029, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27735,38, Private, 207202, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, >50K
tr27736,67, Without-pay, 137192, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 12, Philippines, <=50K
tr27737,35, Private, 222989, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, United-States, <=50K
tr27738,75, Self-emp-not-inc, 36325, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 30, United-States, <=50K
tr27739,47, Private, 73394, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, <=50K
tr27740,23, Private, 249046, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27741,51, Federal-gov, 100653, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 8, United-States, <=50K
tr27742,42, Local-gov, 1125613, HS-grad, 9, Divorced, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
tr27743,32, Private, 101352, Some-college, 10, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 32, United-States, >50K
tr27744,54, Private, 340476, HS-grad, 9, Separated, Sales, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
tr27745,20, Private, 192711, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr27746,39, Private, 273362, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27747,41, Private, 100451, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 38, United-States, >50K
tr27748,35, Private, 85399, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27749,45, Local-gov, 168191, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, >50K
tr27750,27, Private, 153475, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27751,61, Self-emp-not-inc, 196773, 7th-8th, 4, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States, >50K
tr27752,41, Private, 180138, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr27753,22, Private, 48347, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr27754,55, Private, 175071, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Black, Male, 15024, 0, 40, United-States, >50K
tr27755,66, ?, 129476, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 6, United-States, <=50K
